cod_cliente,cnpj,holding,nome_cliente,id_gerente_area,gerente_area,cidterritory,vendedor,endereco,uf,cidade,lat,long,estrelas_batalhas,estrelas_espaco_em_loja,estrelas_inovacao,estrelas_ponto_extra,estrelas_preco,estrelas_sortimento_prioritario,estrelas_total,sellout_ton_ytd,trend_l6m
100133860,3476811032436,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV ELIAS ALVES DA COSTA,799, VARGEM GRANDE PAULISTA, SP, 06730-000, Brasil",SP,VARGEM GRANDE PAULISTA,-23.6050678,-47.0217084,,,,,,,,,
100133861,3476811032355,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV ARGEMIRO BALBO,162, SERTAOZINHO, SP, 14177-301, Brasil",SP,SERTAOZINHO,-21.1249214,-48.0162226,,,,,,,,,
100133862,3476811001808,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV SEN TEOTONIO VILELA,4488, SAO PAULO, SP, 04833-000, Brasil",SP,SAO PAULO,-23.7390366,-46.7021632,,,,,,,,,
100133863,3476811082379,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV PAPA JOAO XXIII,191, CAMPINAS, SP, 13063-600, Brasil",SP,CAMPINAS,-22.888818,-47.1074768,,,,,,,,,
100133864,3476811091874,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV SAO JOAO,432, VOTORANTIM, SP, 18110-210, Brasil",SP,VOTORANTIM,-23.5422673,-47.4524759,,,,,,,,,
100133865,3476811021230,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"EST DOS ROMEIROS,1676, BARUERI, SP, 06417-000, Brasil",SP,BARUERI,-23.4915868,-46.88089979999999,,,,,,,,,
100133867,3476811022473,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R JOSE NEVES,639, SAO PAULO, SP, 04650-141, Brasil",SP,SAO PAULO,-23.6572979,-46.6739293,,,,,,,,0.09426206,
100133868,3476811059555,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R MATO GROSSO,1201, ARARAQUARA, SP, 14810-290, Brasil",SP,ARARAQUARA,-21.780155,-48.1535452,,,,,,,,,
100133869,27072587000109,DIA BRASIL,F2R COMERCIO DE ALIMENTOS LTDA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV ELISEU DE ALMEIDA,SN, SAO PAULO, SP, 05533-000, Brasil",SP,SAO PAULO,-23.5830974,-46.7261077,,,,,,,,,
100133870,3476811086528,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV RANGEL PESTANA,169, SANTO ANDRE, SP, 09185-220, Brasil",SP,SANTO ANDRE,-23.6836557,-46.5280606,,,,,,,,,
100133871,3476811044361,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"EST DO PEDROSO,610, SANTO ANDRE, SP, 09132-180, Brasil",SP,SANTO ANDRE,-23.7036783,-46.5036062,,,,,,,,,
100133872,3476811038396,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R MARANHAO,SN, CABREUVA, SP, 13315-970, Brasil",SP,CABREUVA,-23.2502117,-47.0561327,,,,,,,,,
100133874,3476811017127,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV DA BARREIRA GRANDE,1500, SAO PAULO, SP, 03916-000, Brasil",SP,SAO PAULO,-23.5848764,-46.5208349,,,,,,,,,
100133875,3476811047204,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R HUM,86, MONTE MOR, SP, 13190-000, Brasil",SP,MONTE MOR,-22.950059,-47.3011648,,,,,,,,0.59656906,0.00033689999999993967
100133876,3476811037152,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV PADRE ALARICO ZACHARIAS,897, ARARAS, SP, 13601-200, Brasil",SP,ARARAS,-22.3677458,-47.391517,,,,,,,,,
100133877,3476811080163,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R MARTINICO PRADO,957, RIBEIRAO PRETO, SP, 14050-050, Brasil",SP,RIBEIRAO PRETO,-21.167346,-47.8202816,,,,,,,,,
100133878,3476811008802,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R SINHARINHA FROTA,494, CAPIVARI, SP, 13360-000, Brasil",SP,CAPIVARI,-22.9969253,-47.50579,,,,,,,,,
100133879,14403242000130,DIA BRASIL,SUPERMERCADO DANCUP LTDA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV ADEMAR DE BARROS,2156, GUARUJA, SP, 11430-002, Brasil",SP,GUARUJA,-23.9904602,-46.28071019999999,,,,,,,,2.24991061,-0.013467559999999993
100133880,3476811067493,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R OSWALDO OSCAR BARTHELSON,1019, CAMPINAS, SP, 13060-080, Brasil",SP,CAMPINAS,-22.9197585,-47.1092677,,,,,,,,,
100133881,3476811029303,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV CASTELO BRANCO QUADRA,16681, BAURU, SP, 17052-000, Brasil",SP,BAURU,-22.3324388,-49.0862988,,,,,,,,,
100133883,3476811096590,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV DR FRANCISCO JUNQUEIRA,2534, RIBEIRAO PRETO, SP, 14020-000, Brasil",SP,RIBEIRAO PRETO,-21.1876602,-47.7986145,,,,,,,,,
100133884,3476811096914,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R CARAMURU,439, DIADEMA, SP, 09911-510, Brasil",SP,DIADEMA,-23.6942198,-46.617202,,,,,,,,,
100133885,3476811015000,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV MATEO BEI,1934, SAO PAULO, SP, 03949-100, Brasil",SP,SAO PAULO,-23.5997685,-46.485247,,,,,,,,,
100133886,3476811049169,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R DO ORFANATO,450, SAO PAULO, SP, 03131-010, Brasil",SP,SAO PAULO,-23.5778019,-46.5767849,,,,,,,,1.42955613,0.009587231142857143
100133887,3476811065601,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV PROF ATILIO MARTINI,243, CAMPINAS, SP, 13084-727, Brasil",SP,CAMPINAS,-22.8230646,-47.0781801,,,,,,,,1.49528098,0.010332222571428564
100133888,3476811007245,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV HUMBERTO ALENCAR C BRANCO,4003, SAO BERNARDO DO CAMPO, SP, 09850-305, Brasil",SP,SAO BERNARDO DO CAMPO,-23.7238404,-46.5782363,,,,,,,,,
100133889,3476811056106,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV BARAO DO BANANAL,721, RIBEIRAO PRETO, SP, 14092-000, Brasil",SP,RIBEIRAO PRETO,-21.1812465,-47.7745081,,,,,,,,,
100133890,3476811066764,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R AUREO GUENAGA DE CASTRO,118, GUARUJA, SP, 11443-000, Brasil",SP,GUARUJA,-23.9803918,-46.208127,,,,,,,,,
100133891,3476811016902,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV CIDADE JARDIM,5451, SAO JOSE DOS CAMPOS, SP, 12232-000, Brasil",SP,SAO JOSE DOS CAMPOS,-23.2616773,-45.8861897,,,,,,,,,
100133892,3476811096248,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV CUPECE,3153, SAO PAULO, SP, 04365-001, Brasil",SP,SAO PAULO,-23.6665204,-46.654788,,,,,,,,,
100133893,3476811006354,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV MANOEL DOS SANTOS BRAGA,1129, SAO PAULO, SP, 08051-400, Brasil",SP,SAO PAULO,-23.5074489,-46.4690118,,,,,,,,,
100133894,3476811073973,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R SANTA FILOMENA,369, SAO BERNARDO DO CAMPO, SP, 09710-060, Brasil",SP,SAO BERNARDO DO CAMPO,-23.7023048,-46.5509444,,,,,,,,,
100133895,3476811005897,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R JOAO BORGES,186, CAMPINAS, SP, 13050-174, Brasil",SP,CAMPINAS,-22.9523443,-47.0993091,,,,,,,,,
100133896,3476811069941,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R FLORIANO CAMARGO PENTEADO,247, CAMPINAS, SP, 13041-470, Brasil",SP,CAMPINAS,-22.9195696,-47.0520591,,,,,,,,,
100133897,3476811091289,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R OLAVO BILAC,197, CAMPINAS, SP, 13024-110, Brasil",SP,CAMPINAS,-22.8943204,-47.0569148,,,,,,,,1.5119463,0.008940652571428549
100133898,3476811008136,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV SOUSA BANDEIRA,541, SAO PAULO, SP, 03559-000, Brasil",SP,SAO PAULO,-23.5449085,-46.500482,,,,,,,,,
100133899,3476811029648,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV DR ERNESTO SPROGIS,88, NOVA ODESSA, SP, 13385-086, Brasil",SP,NOVA ODESSA,-22.787757,-47.287941,,,,,,,,,
100133900,3476811059202,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV FERNAO DIAS PAES LEME,1673, VARZEA PAULISTA, SP, 13220-005, Brasil",SP,VARZEA PAULISTA,-23.2120892,-46.8447682,,,,,,,,,
100133901,3476811056459,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV CAMINHO DO MAR,2302, SAO BERNARDO DO CAMPO, SP, 09610-000, Brasil",SP,SAO BERNARDO DO CAMPO,-23.6667265,-46.568121,,,,,,,,,
100133902,3476811068384,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R CORONEL SPINOLA DE CASTRO,3142, SAO JOSE DO RIO PRETO, SP, 15015-500, Brasil",SP,SAO JOSE DO RIO PRETO,-20.8108572,-49.38320539999999,,,,,,,,,
100133903,3476811073892,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV 43,680, BARRETOS, SP, 14780-536, Brasil",SP,BARRETOS,-20.5542206,-48.5830694,,,,,,,,,
100133904,3476811070010,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R CORONEL FERNANDO PRESTES,775, SANTO ANDRE, SP, 09020-110, Brasil",SP,SANTO ANDRE,-23.6654604,-46.53064819999999,,,,,,,,,
100133906,3476811057005,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV DAS AMOREIRAS,1990, CAMPINAS, SP, 13031-435, Brasil",SP,CAMPINAS,-22.9235869,-47.08001220000001,,,,,,,,,
100133907,3476811046224,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV LOURENCO DE SOUZA FRANCO,1711, MOGI DAS CRUZES, SP, 08750-560, Brasil",SP,MOGI DAS CRUZES,-23.5441272,-46.2604113,,,,,,,,,
100133908,3476811091106,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R JOAQUIM MIGUEL DOS SANTOS,623, OLIMPIA, SP, 15400-000, Brasil",SP,OLIMPIA,-20.7404717,-48.911959,,,,,,,,,
100133909,3476811066179,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV NOVE DE JULHO,830, POA, SP, 08550-100, Brasil",SP,POA,-23.5184167,-46.3417843,,,,,,,,,
100133910,3476811001395,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV OTAVIO BRAGA DE MESQUITA,900, GUARULHOS, SP, 07191-000, Brasil",SP,GUARULHOS,-23.4566172,-46.5093869,,,,,,,,,
100133911,3476811033408,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV JULIA VASCONCELOS BUFARAH,1055, SUMARE, SP, 13170-006, Brasil",SP,SUMARE,-22.8160916,-47.2703474,,,,,,,,,
100133912,3476811090711,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R FERNANDO PESSOA,381, JANDIRA, SP, 06604-000, Brasil",SP,JANDIRA,-23.539393,-46.9080997,,,,,,,,,
100133913,3476811085807,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV JOAO DE ANDRADE,1105, OSASCO, SP, 06132-004, Brasil",SP,OSASCO,-23.5557375,-46.8017743,,,,,,,,,
100133914,3476811058150,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R SANTA MARTA,81, DIADEMA, SP, 09940-180, Brasil",SP,DIADEMA,-23.670287,-46.604618,,,,,,,,,
100133915,3476811001123,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV JOAO XXIII,42, SAO PAULO, SP, 03361-000, Brasil",SP,SAO PAULO,-23.5706799,-46.5398494,,,,,,,,,
100133916,3476811077022,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R BEZERRA DE MENEZES,582, GUARULHOS, SP, 07051-160, Brasil",SP,GUARULHOS,-23.4733095,-46.5548183,,,,,,,,,
100133917,3476811071253,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV 21,691, BARRETOS, SP, 14780-310, Brasil",SP,BARRETOS,-20.5585566,-48.5697573,,,,,,,,,
100133918,3476811099930,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV GUARULHOS,1636, GUARULHOS, SP, 07025-000, Brasil",SP,GUARULHOS,-23.4821429,-46.54182249999999,,,,,,,,,
100133919,3476811057773,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R ARMANDO ARRUDA PEREIRA,31, GUARULHOS, SP, 07095-100, Brasil",SP,GUARULHOS,-23.4635271,-46.5365348,,,,,,,,,
100133921,19052605000154,DIA BRASIL,MERCADO C DE CARNES PIRAPORAEIRELI,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R BENEDITO JACQUES PALAZZOLLI,52, PIRAPORA DO BOM JESUS, SP, 06550-000, Brasil",SP,PIRAPORA DO BOM JESUS,-23.4004617,-47.0063774,,,,,,,,5.19808862,0.016266056857142868
100133922,3476811076808,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R CORONEL DOMINGOS ORTIZ,144, FRANCO DA ROCHA, SP, 07851-040, Brasil",SP,FRANCO DA ROCHA,-23.3285852,-46.72364710000001,,,,,,,,2.25526575,0.009544855714285708
100133923,3476811007598,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV PADRE ARLINDO VIEIRA,1900, SAO PAULO, SP, 04166-001, Brasil",SP,SAO PAULO,-23.6368574,-46.6068615,,,,,,,,,
100133924,3476811028595,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV MARECHAL CARMONA,615, CAMPINAS, SP, 13041-311, Brasil",SP,CAMPINAS,-22.9189036,-47.0592523,,,,,,,,2.4850790099999998,0.005593804857142847
100133925,3476811036504,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV CEL SEZEFREDO FAGUNDES,1300, SAO PAULO, SP, 02306-001, Brasil",SP,SAO PAULO,-23.4677778,-46.60361109999999,,,,,,,,,
100133926,3476811002529,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV SYLVIO DE AGUIAR MAYA,850, PEDREIRA, SP, 13920-000, Brasil",SP,PEDREIRA,-22.7384545,-46.8948572,,,,,,,,,
100133928,3476811022635,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV MARTE,466, SANTANA DE PARNAIBA, SP, 06541-005, Brasil",SP,SANTANA DE PARNAIBA,-23.4614217,-46.8744561,,,,,,,,2.7286517,3.4791428571420214e-05
100133929,3476811001638,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV SAO MIGUEL,6663, SAO PAULO, SP, 08070-002, Brasil",SP,SAO PAULO,-23.5019775,-46.471602,,,,,,,,,
100133930,3476811010033,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV DA SAUDADE,863, COSMOPOLIS, SP, 13150-000, Brasil",SP,COSMOPOLIS,-22.63567,-47.1778984,,,,,,,,3.23015326,-0.013019533142857151
100133931,5211977000171,DIA BRASIL,MERCADAO DO MAURICIO LTDA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV ODISSEU,572, SAO SEBASTIAO, SP, 11600-000, Brasil",SP,SAO SEBASTIAO,-23.7134982,-45.4311712,,,,,,,,2.25220024,-0.006314019142857146
100133933,3476811016074,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"EST ITAPECERICA, DE,4903, SAO PAULO, SP, 05858-001, Brasil",SP,SAO PAULO,-23.6604131,-46.7771958,,,,,,,,,
100133935,11440582000143,DIA BRASIL,SUPERMAX COMERCIO DE ALIMENTOS LTDA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R SENADOR DANTAS,413, SANTOS, SP, 11015-211, Brasil",SP,SANTOS,-23.9656939,-46.3139446,,,,,,,,3.33377332,0.016332090857142854
100133936,9297453000104,DIA BRASIL,MECPORT SUPERMERCADOS LTDA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R MONSENHOR SECLER,610, PORTO FELIZ, SP, 18540-000, Brasil",SP,PORTO FELIZ,-23.2126373,-47.51568169999999,,,,,,,,2.80614452,0.014327077428571418
100133937,3476811014454,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV JOSE MARIA MARQUES OLIVEIRA,520, SALTO, SP, 13327-300, Brasil",SP,SALTO,-23.1821095,-47.3113587,,,,,,,,1.84399228,0.00688804114285714
100133938,3476811024336,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV ALMIRANTE SALDANHA DA GAMA,132, SANTOS, SP, 11030-401, Brasil",SP,SANTOS,-23.988831,-46.298647,,,,,,,,4.25604112,0.010335706571428564
100133939,3476811040374,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R MARECHAL FLORIANO PEIXOTO,79, PIEDADE, SP, 18170-000, Brasil",SP,PIEDADE,-23.7106484,-47.4192298,,,,,,,,,
100133940,3476811069437,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R VINTE E UM DE MARCO,350, FRANCISCO MORATO, SP, 07901-040, Brasil",SP,FRANCISCO MORATO,-23.2823522,-46.7469709,,,,,,,,4.15775615,-0.0035911240000000197
100133941,3476811038124,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV NETINHO PRADO,40, JAU, SP, 17208-270, Brasil",SP,JAU,-22.2792829,-48.5519456,,,,,,,,,
100133942,3476811036776,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R JOAO PESSOA,720, SAO JOAO DA BOA VISTA, SP, 13870-676, Brasil",SP,SAO JOAO DA BOA VISTA,-21.9852764,-46.7893874,,,,,,,,,
100133943,28069473000164,DIA BRASIL,SUPERMERCADO BARCELONA LTDA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV CURSINO,3108, SAO PAULO, SP, 04132-002, Brasil",SP,SAO PAULO,-23.6289253,-46.6190734,,,,,,,,3.04483375,-0.082433592
100133944,3476811029567,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R BAIAO PARENTE,190, SAO PAULO, SP, 02735-000, Brasil",SP,SAO PAULO,-23.4924135,-46.6917763,,,,,,,,,
100133946,3476811018280,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV PRESIDENTE CASTELO BRANCO,1020, MAUA, SP, 09320-795, Brasil",SP,MAUA,-23.6562284,-46.4476246,,,,,,,,,
100133947,9400655000121,DIA BRASIL,IRMAO PORTUGA II COM DE ALIM LTDA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV AGUIA DE HAIA,3592, SAO PAULO, SP, 03889-000, Brasil",SP,SAO PAULO,-23.5142042,-46.4766029,,,,,,,,2.6539856299999998,-0.007376963142857154
100133948,3476811099000,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV LUIZ FAULIN FILHO,55, DOIS CORREGOS, SP, 17300-000, Brasil",SP,DOIS CORREGOS,-22.3670278,-48.3867997,,,,,,,,,
100133949,3476811017470,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R ERMENIO DE OLIVEIRA PENTEADO,448, CAIEIRAS, SP, 07744-420, Brasil",SP,CAIEIRAS,-23.3905498,-46.7153083,,,,,,,,2.22361537,0.0004941631428571721
100133950,3476811008306,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV 26 DE MARCO,989, BARUERI, SP, 06401-050, Brasil",SP,BARUERI,-23.5102336,-46.8844488,,,,,,,,,
100133951,3476811051651,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV CANGAIBA,1114, SAO PAULO, SP, 03712-002, Brasil",SP,SAO PAULO,-23.5113578,-46.5430923,,,,,,,,,
100133952,3476811023364,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV SOUZA RAMOS,LT 151, SAO PAULO, SP, 08490-490, Brasil",SP,SAO PAULO,-23.5727736,-46.4138503,,,,,,,,,
100133953,3476811062858,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"EST DE ITAPECERICA,1584, SAO PAULO, SP, 05835-004, Brasil",SP,SAO PAULO,-23.6478276,-46.7490975,,,,,,,,4.27229384,-0.010507183999999984
100133954,29228602000182,DIA BRASIL,GES COMERCIO DE ALIMENTOS LTDA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R DONA MATILDE,509, SAO PAULO, SP, 03512-000, Brasil",SP,SAO PAULO,-23.5367367,-46.5254005,,,,,,,,1.81385837,-0.012843691428571426
100133955,3476811093656,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R DO ROSARIO,542, JUNDIAI, SP, 13201-015, Brasil",SP,JUNDIAI,-23.1868941,-46.8859755,,,,,,,,,
100133956,49412737000100,DIA BRASIL,A GUARI E FILHOS LTDA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R DR MARIO TAVARES,493, RIO DAS PEDRAS, SP, 13390-000, Brasil",SP,RIO DAS PEDRAS,-22.8414169,-47.6031084,,,,,,,,2.48786521,0.02355989114285715
