cod_cliente,cnpj,holding,nome_cliente,id_gerente_area,gerente_area,cidterritory,vendedor,endereco,uf,cidade,lat,long,estrelas_batalhas,estrelas_espaco_em_loja,estrelas_inovacao,estrelas_ponto_extra,estrelas_preco,estrelas_sortimento_prioritario,estrelas_total,sellout_ton_ytd,trend_l6m
100134112,3476811102078,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV CRUZEIRO DO SUL,975, OSASCO, SP, 06226-006, Brasil",SP,OSASCO,-23.51245,-46.77855,,,,,,,,2.23301691,-0.01185039457142857
100134113,3476811073116,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R OLAVO BILAC,328, FRANCISCO MORATO, SP, 07914-060, Brasil",SP,FRANCISCO MORATO,-23.2771671,-46.7515824,,,,,,,,3.97670425,-0.005475273142857107
100134114,3476811013059,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV BENEDITO ALVES TURIBIO,710, OSASCO, SP, 06160-002, Brasil",SP,OSASCO,-23.5566365,-46.8106819,,,,,,,,2.58358002,-0.003925616571428601
100134115,3476811002448,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"EST ITAPECERICA CAMPO LIMPO,77, EMBU DAS ARTES, SP, 06820-405, Brasil",SP,EMBU DAS ARTES,-23.6507488,-46.7930055,,,,,,,,,
100134118,3476811013210,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV QUINZE DE NOVEMBRO,662, ITAPECERICA DA SERRA, SP, 06850-100, Brasil",SP,ITAPECERICA DA SERRA,-23.7104046,-46.84901439999999,,,,,,,,,
100134119,3476811022988,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV BRASILIA,312, DIADEMA, SP, 09931-400, Brasil",SP,DIADEMA,-23.66752,-46.61922999999999,,,,,,,,,
100134123,3476811103554,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"EST DAS LAGRIMAS,1402, SAO PAULO, SP, 04232-000, Brasil",SP,SAO PAULO,-23.6137935,-46.59430829999999,,,,,,,,,
100134145,3476811012320,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R PORTO DO,70, CACAPAVA, SP, 12288-560, Brasil",SP,CACAPAVA,-23.0906286,-45.7093669,,,,,,,,,
100134146,3476811104364,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV PRESIDENTE COSTA E SILVA,1161, PRAIA GRANDE, SP, 11701-000, Brasil",SP,PRAIA GRANDE,-24.0031915,-46.413034,,,,,,,,2.32793405,0.012998570285714264
100134147,3476811018603,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R SERRA DO JAPI,926, SAO PAULO, SP, 03309-000, Brasil",SP,SAO PAULO,-23.5475522,-46.56890019999999,,,,,,,,1.69480288,0.004654826000000004
100134150,3476811102744,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R CORONEL LEOPOLDO PRADO,330, SAO CARLOS, SP, 13574-170, Brasil",SP,SAO CARLOS,-22.0337782,-47.8924166,,,,,,,,,
100134151,3476811021582,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV DR AUGUSTO DE TOLEDO,335, SAO CAETANO DO SUL, SP, 09541-300, Brasil",SP,SAO CAETANO DO SUL,-23.6170587,-46.566606,,,,,,,,1.69580598,0.007298196000000002
100134152,3476811055304,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R SANTOS DUMONT,743, CAMPINAS, SP, 13024-020, Brasil",SP,CAMPINAS,-22.8931359,-47.0524103,,,,,,,,,
100134153,3476811005110,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R PADRE ANTONIO D'ANGELO,143, SAO PAULO, SP, 02516-040, Brasil",SP,SAO PAULO,-23.5093324,-46.6611915,,,,,,,,,
100134154,3476811005706,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV SAPOPEMBA,3921, SAO PAULO, SP, 03374-000, Brasil",SP,SAO PAULO,-23.5756232,-46.5515749,,,,,,,,,
100134155,3476811004068,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV GENERAL ATALIBA LEONEL,3487, SAO PAULO, SP, 02242-001, Brasil",SP,SAO PAULO,-23.4862779,-46.60575009999999,,,,,,,,,
100134156,3476811103988,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV CONSELHEIRO NEBIAS,441, SANTOS, SP, 11045-001, Brasil",SP,SANTOS,-23.9530071,-46.3221098,,,,,,,,,
100134157,3476811028161,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R BENEDITO ANDRADE,81, SAO PAULO, SP, 02936-000, Brasil",SP,SAO PAULO,-23.4877229,-46.7200186,,,,,,,,,
100134158,3476811054162,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R CARDOSO DE ALMEIDA,112, SAO PAULO, SP, 05013-000, Brasil",SP,SAO PAULO,-23.5327294,-46.6645916,,,,,,,,0.41419514,-0.01458146000000003
100134159,3476811016740,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV INDEPENDENCIA,1103, TAUBATE, SP, 12031-001, Brasil",SP,TAUBATE,-23.0385472,-45.5823009,,,,,,,,,
100134160,3476811049754,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R 1 DE JANEIRO,1516, ARTUR NOGUEIRA, SP, 13160-150, Brasil",SP,ARTUR NOGUEIRA,-22.578888,-47.17320400000001,,,,,,,,,
100134161,3476811073540,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R DEOCLECIANO D OLIVEIRA FILHO,624, SAO PAULO, SP, 05834-000, Brasil",SP,SAO PAULO,-23.66935,-46.75641,,,,,,,,,
100134162,3476811101268,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV LAURITA ORTEGA MARI,2054, TABOAO DA SERRA, SP, 06766-361, Brasil",SP,TABOAO DA SERRA,-23.6304325,-46.7829809,,,,,,,,,
100134163,3476811104950,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV PEDRO PIRES DE MELLO,165, SALTO DE PIRAPORA, SP, 18160-000, Brasil",SP,SALTO DE PIRAPORA,-23.6599939,-47.5776885,,,,,,,,,
100134164,3476811071687,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R LUIZ SCAVONE,930, ITATIBA, SP, 13255-290, Brasil",SP,ITATIBA,-23.0159126,-46.84202459999999,,,,,,,,,
100134165,3476811004572,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV BOTURUSSU,577, SAO PAULO, SP, 03802-010, Brasil",SP,SAO PAULO,-23.5021178,-46.4881545,,,,,,,,1.95709888,0.007176795428571432
100134166,3476811026380,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R BENEDITO LEITE,363, HORTOLANDIA, SP, 13185-280, Brasil",SP,HORTOLANDIA,-22.8988713,-47.1682594,,,,,,,,,
100134167,3476811103120,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV SEN ROBERTO SIMONSEN,965, SAO CAETANO DO SUL, SP, 09530-401, Brasil",SP,SAO CAETANO DO SUL,-23.6217378,-46.5749185,,,,,,,,1.33771292,0.013421910857142852
100134168,3476811025227,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV ALCEU PAIVA ARANTES,130, RIBEIRAO PRETO, SP, 14056-395, Brasil",SP,RIBEIRAO PRETO,-21.1395931,-47.8354368,,,,,,,,,
100134169,3476811103473,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV LEOMIL,381, GUARUJA, SP, 11410-160, Brasil",SP,GUARUJA,-23.995281,-46.2572707,,,,,,,,,
100134170,3476811089543,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R DOS IPES,55, BETIM, MG, 32605-264, Brasil",MG,BETIM,-19.9329327,-44.1820751,,,,,,,,,
100134171,3476811104526,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R ANTONIA LUZIA DE JESUS,190, HORTOLANDIA, SP, 13185-164, Brasil",SP,HORTOLANDIA,-22.8802335,-47.1721568,,,,,,,,,
100134172,3476811047620,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV MANOEL VIEIRA,565, ARACOIABA DA SERRA, SP, 18190-000, Brasil",SP,ARACOIABA DA SERRA,-23.5079932,-47.6084073,,,,,,,,,
100134173,3476811062777,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV DOS JEQUITIBAS,141, SAO PAULO, SP, 04321-090, Brasil",SP,SAO PAULO,-23.646636,-46.6418679,,,,,,,,0.56049519,-0.04142999000000006
100134175,3476811024840,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV THIAGO FERREIRA,205, GUARUJA, SP, 11450-001, Brasil",SP,GUARUJA,-23.9400148,-46.30638,,,,,,,,,
100134176,3476811002790,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV IMIRIM,2935, SAO PAULO, SP, 02465-300, Brasil",SP,SAO PAULO,-23.482065,-46.6554564,,,,,,,,2.61178529,0.011453655142857158
100134177,3476811030735,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV SANTA CRUZ,2319, FRANCA, SP, 14403-500, Brasil",SP,FRANCA,-20.542303,-47.387718,,,,,,,,,
100134179,3476811081216,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV MEM DE SA,448, BELO HORIZONTE, MG, 30260-270, Brasil",MG,BELO HORIZONTE,-19.92118,-43.9113,,,,,,,,,
100134180,3476811101691,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R JOSE CAMILO DE CAMARGO,200, HORTOLANDIA, SP, 13184-494, Brasil",SP,HORTOLANDIA,-22.866241,-47.2147549,,,,,,,,,
100134181,3476811005030,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"EST DO ALVARENGA,981, SAO PAULO, SP, 04462-000, Brasil",SP,SAO PAULO,-23.693368,-46.6658189,,,,,,,,,
100134182,3476811013130,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R TIRADENTES,1399, SAO BERNARDO DO CAMPO, SP, 09780-265, Brasil",SP,SAO BERNARDO DO CAMPO,-23.7222983,-46.5370557,,,,,,,,,
100134183,3476811020187,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV COMENDADOR SANT'ANNA,693, SAO PAULO, SP, 05866-000, Brasil",SP,SAO PAULO,-23.6731014,-46.7731018,,,,,,,,,
100134184,3476811103716,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV DR PEDRO LESSA,1268, SANTOS, SP, 11025-002, Brasil",SP,SANTOS,-23.9738775,-46.304718,,,,,,,,,
100134185,3476811028838,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV DO CURSINO,2268, SAO PAULO, SP, 04132-002, Brasil",SP,SAO PAULO,-23.621608,-46.620742,,,,,,,,,
100134186,3476811016589,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV SENADOR VERGUEIRO,3960, SAO BERNARDO DO CAMPO, SP, 09602-000, Brasil",SP,SAO BERNARDO DO CAMPO,-23.6619031,-46.5643265,,,,,,,,,
100134187,3476811021663,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R ALFREDO PUJOL,1422, SAO PAULO, SP, 02017-003, Brasil",SP,SAO PAULO,-23.5010912,-46.6395759,,,,,,,,,
100134188,3476811103201,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R CESAR DIAZ,19, SAO PAULO, SP, 03591-000, Brasil",SP,SAO PAULO,-23.5508125,-46.4814983,,,,,,,,,
100134189,3476811103040,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R SERAPHIN GILBERTO CANDELLO,1568, INDAIATUBA, SP, 13348-330, Brasil",SP,INDAIATUBA,-23.1197959,-47.238116,,,,,,,,,
100134190,3476811103392,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R CRISTOVAO GIL LOPES,195, GUARUJA, SP, 11462-290, Brasil",SP,GUARUJA,-23.9564781,-46.2891807,,,,,,,,,
100134191,3476811005200,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV CARLOS LACERDA,2175, SAO PAULO, SP, 05789-001, Brasil",SP,SAO PAULO,-23.6505008,-46.7789657,,,,,,,,,
100134192,3476811037233,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV BARAO DE MAUA,5294, MAUA, SP, 09330-150, Brasil",SP,MAUA,-23.6759866,-46.4165007,,,,,,,,,
100134193,3476811018875,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV DO RIO BONITO,1955, SAO PAULO, SP, 04776-003, Brasil",SP,SAO PAULO,-23.6895064,-46.7012873,,,,,,,,2.1373911,0.0028332965714285632
100134194,3476811007083,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV DEPUTADO EMILIO CARLOS,520, SAO PAULO, SP, 02720-000, Brasil",SP,SAO PAULO,-23.5001335,-46.6741445,,,,,,,,,
100134195,3476811024174,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV AGUA FRIA,1019, SAO PAULO, SP, 02333-001, Brasil",SP,SAO PAULO,-23.4797845,-46.6222544,,,,,,,,,
100134196,3476811065873,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R SAO SILVESTRE,506, SAO PAULO, SP, 04255-080, Brasil",SP,SAO PAULO,-23.6237375,-46.5933588,,,,,,,,,
100134197,3476811020691,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV PROF FRANCISCO MORATO,2990, SAO PAULO, SP, 05512-300, Brasil",SP,SAO PAULO,-23.5876994,-46.7274666,,,,,,,,2.56784121,0.005676889142857139
100134198,3476811058583,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV WLADIMI MEIRELLES FERREIRA,1025, RIBEIRAO PRETO, SP, 14021-630, Brasil",SP,RIBEIRAO PRETO,-21.2108865,-47.7980552,,,,,,,,,
100134199,3476811025308,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV DA SAUDADE,1203, RIBEIRAO PRETO, SP, 14080-000, Brasil",SP,RIBEIRAO PRETO,-21.1621169,-47.8016304,,,,,,,,,
100134200,3476811025650,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"EST DAS LAGRIMAS,415, SAO CAETANO DO SUL, SP, 09581-300, Brasil",SP,SAO CAETANO DO SUL,-23.63453,-46.57889,,,,,,,,0.35991822,-0.035236600000000014
100134203,3476811104607,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV PRES ALTINO,570, SAO PAULO, SP, 05323-001, Brasil",SP,SAO PAULO,-23.5507167,-46.74840469999999,,,,,,,,,
100134204,3476811104011,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV MARECHAL DEODORO,134, SANTOS, SP, 11060-400, Brasil",SP,SANTOS,-23.9626494,-46.3369909,,,,,,,,,
100134208,3476811029800,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R DR RAUL DA ROCHA MEDEIROS,1692, MONTE ALTO, SP, 15910-000, Brasil",SP,MONTE ALTO,-21.2615794,-48.4990378,,,,,,,,,
100136787,9358143000306,REDE SHIBATA,SHIBATA COM ATAC DE MERC GERAL LTDA,02020300,GUSTAVO OLIVEIRA,02020306,CRISTINA VAZ,"R TEN ONOFRE RODRIGUES D AGUIA,551, MOGI DAS CRUZES, SP, 08770-041, Brasil",SP,MOGI DAS CRUZES,-23.5256328,-46.2118559,,,,,,,,,
100136941,3476811027513,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"ALAMEDA JAUAPERI,1210, SAO PAULO, SP, 04523-015, Brasil",SP,SAO PAULO,-23.6064478,-46.6690629,,,,,,,,0.6627021,0.023786079999999942
100136942,3476811027270,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV ANDRADE NEVES,2018, CAMPINAS, SP, 13070-000, Brasil",SP,CAMPINAS,-22.891826,-47.075578,,,,,,,,1.49159088,0.015912676857142847
100136980,3476811104283,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R JOAQUIM VLC,579, CAMPINAS, SP, 13032-385, Brasil",SP,CAMPINAS,-22.9063192,-47.0843984,,,,,,,,,
100136981,3476811027432,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R VASCO ALTAFIN,54, SAO PEDRO, SP, 13520-000, Brasil",SP,SAO PEDRO,-22.551674,-47.9103826,,,,,,,,,
100136982,3476811026703,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV GENERAL CARNEIRO,914, SOROCABA, SP, 18043-003, Brasil",SP,SOROCABA,-23.5038249,-47.4772408,,,,,,,,,
100136983,3476811026037,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV PAMPLONA,359, CAMPINAS, SP, 13080-270, Brasil",SP,CAMPINAS,-22.8520569,-47.0690418,,,,,,,,,
100136984,3476811024417,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R IBITURUNA,156, SAO PAULO, SP, 04302-050, Brasil",SP,SAO PAULO,-23.6228508,-46.63858159999999,,,,,,,,,
100136985,3476811024760,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R ALAGOAS,487, SAO PAULO, SP, 01242-001, Brasil",SP,SAO PAULO,-23.5464658,-46.6590481,,,,,,,,1.77083146,0.0030600679999999996
100136986,3476811025146,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV IMPERATRIZ LEOPOLDINA,1444, SAO PAULO, SP, 05305-002, Brasil",SP,SAO PAULO,-23.5339314,-46.7286668,,,,,,,,0.14311774,
100136987,3476811102400,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R ALEXANDRE DUMAS,985, SAO PAULO, SP, 04717-002, Brasil",SP,SAO PAULO,-23.6339127,-46.7012645,,,,,,,,0.01267973,
100136988,3476811026207,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV BANDEIRANTES,1056, MOGI GUACU, SP, 13845-440, Brasil",SP,MOGI GUACU,-22.3492707,-46.9460642,,,,,,,,,
100136989,3476811023100,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV OROZIMBO MAIA,80, CAMPINAS, SP, 13010-211, Brasil",SP,CAMPINAS,-22.8981346,-47.0623026,,,,,,,,2.71959039,0.010046256285714289
100136990,3476811022120,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R ST CRUZ,2102, SAO PAULO, SP, 04122-002, Brasil",SP,SAO PAULO,-23.602746,-46.61848699999999,,,,,,,,1.35389995,-0.0012785734285714423
100136991,3476811020420,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"ALAMEDA NHAMBIQUARAS DOS,1161, SAO PAULO, SP, 04090-012, Brasil",SP,SAO PAULO,-23.6084441,-46.660685,,,,,,,,2.3702301500000003,-0.0004731605714285625
100136992,3476811092250,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R BUENO DE ANDRADE,250, SAO PAULO, SP, 01526-000, Brasil",SP,SAO PAULO,-23.562424,-46.6318287,,,,,,,,,
100136993,3476811022392,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV IMIRIM,1534, SAO PAULO, SP, 02464-200, Brasil",SP,SAO PAULO,-23.4924109,-46.64865959999999,,,,,,,,3.18054013,0.007647985714285721
100136994,3476811020853,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R ZILDA,829, SAO PAULO, SP, 02545-001, Brasil",SP,SAO PAULO,-23.4925209,-46.662315,,,,,,,,,
100136995,3476811021825,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV SANTO AMARO,2310, SAO PAULO, SP, 04556-100, Brasil",SP,SAO PAULO,-23.6044513,-46.6753791,,,,,,,,,
100136996,3476811081992,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV S JOAQUIM M MARTINS SIQUEIRA,58, JACAREI, SP, 12327-695, Brasil",SP,JACAREI,-23.303637,-45.96711639999999,,,,,,,,,
100136997,3476811019413,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"ALAMEDA BARAO DE LIMEIRA,1114, SAO PAULO, SP, 01202-002, Brasil",SP,SAO PAULO,-23.5320327,-46.6492254,,,,,,,,3.20962994,-0.0008238168571429007
100136998,3476811018794,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV CONCEICAO,3780, SAO PAULO, SP, 02135-001, Brasil",SP,SAO PAULO,-23.4950882,-46.5811564,,,,,,,,2.19284579,-0.0016053582857142796
100136999,3476811076212,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV 42,1690, RIO CLARO, SP, 13504-269, Brasil",SP,RIO CLARO,-22.3950938,-47.577952,,,,,,,,,
100137000,3476811015850,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV POMPEIA,663, SAO PAULO, SP, 05023-000, Brasil",SP,SAO PAULO,-23.5306835,-46.68486,,,,,,,,,
100137001,3476811015183,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R BOM PASTOR,2172, SAO PAULO, SP, 04203-002, Brasil",SP,SAO PAULO,-23.5958162,-46.6064888,,,,,,,,1.46664172,0.010521903714285713
100137002,3476811100539,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R CORONEL PENTEADO,1052, SANTA CRUZ DAS PALMEIRAS, SP, 13650-000, Brasil",SP,SANTA CRUZ DAS PALMEIRAS,-21.8309374,-47.2521481,,,,,,,,,
