cnpj,cod_cliente,cidcustomer,nome_cliente,vendedor,cidterritory,endereco,lat,long,uf,cidade,gerente_area,estrelas_batalhas,estrelas_espaco_em_loja,estrelas_inovacao,estrelas_ponto_extra,estrelas_preco,estrelas_sortimento_prioritario,estrelas_total,estrelas_total_eff,has_stars,star_need_abs,sellout_ton_ytd,s_sell12,trend_l6m,trend_need,s_trend,score,tem_estrelas,prioritario
3476811030735,100134177,100134177,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV SANTA CRUZ,2319, FRANCA, SP, 14403-500, Brasil",-20.542303,-47.387718,SP,FRANCA,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811030816,100137214,100137214,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV CRUZEIRO DO SUL,2055, BAURU, SP, 17030-743, Brasil",-22.3204117,-49.0395784,SP,BAURU,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811030905,100137029,100137029,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV ENG ARMANDO ARRUDA PEREIRA,3690, SAO PAULO, SP, 04325-000, Brasil",-23.6573806,-46.63643630000001,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,0.78029187,0.17256002383586497,0.0644439489999999,-0.0644439489999999,0.6381058725453952,0.20375305591017992,0,0
3476811031030,100134064,100134064,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R DO ENGENHO,23, SAO PAULO, SP, 02612-130, Brasil",-23.4736736,-46.6667996,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,2.88809702,0.41148131616476713,-0.0005450588571428,0.0005450588571428,0.7810002965944794,0.2989955647932431,0,1
3476811031111,100133770,100133770,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R VISCONDE DE INHAUMA,654, SAO CAETANO DO SUL, SP, 09571-380, Brasil",-23.6343997,-46.56460490000001,SP,SAO CAETANO DO SUL,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,0.20827878,0.054014143733104925,,,0.0,0.03206069763060157,0,0
3476811031464,100137027,100137027,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R DRLUIZ PIZZA,54, SOCORRO, SP, 13960-000, Brasil",-22.5935091,-46.5274529,SP,SOCORRO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,3.63676999,0.4653429345950552,0.0088359585714285,-0.0088359585714285,0.7603738071826582,0.3104270930576291,0,1
3476811031707,100137033,100137033,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV SAO PAULO,900, PIRACICABA, SP, 13401-541, Brasil",-22.7468709,-47.65052679999999,SP,PIRACICABA,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811032002,100133841,100133841,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R MONTEIRO LOBATO,731, JABOTICABAL, SP, 14870-410, Brasil",-21.2600559,-48.3220304,SP,JABOTICABAL,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811032274,100133797,100133797,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV DA AMIZADE,2111, SUMARE, SP, 13175-490, Brasil",-22.8159307,-47.2440241,SP,SUMARE,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811032355,100133861,100133861,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV ARGEMIRO BALBO,162, SERTAOZINHO, SP, 14177-301, Brasil",-21.1249214,-48.0162226,SP,SERTAOZINHO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811032436,100133860,100133860,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV ELIAS ALVES DA COSTA,799, VARGEM GRANDE PAULISTA, SP, 06730-000, Brasil",-23.6050678,-47.0217084,SP,VARGEM GRANDE PAULISTA,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811032517,100133722,100133722,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV DR THEODURETO DE A CAMARGO,109, CAMPINAS, SP, 13075-630, Brasil",-22.872605,-47.0637382,SP,CAMPINAS,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811032606,100133801,100133801,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV HUMBERTO ALENCAR C BRANCO,2541, SAO BERNARDO DO CAMPO, SP, 09851-000, Brasil",-23.7128139,-46.5869957,SP,SAO BERNARDO DO CAMPO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811032789,100137025,100137025,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV PEIXOTO DE CASTRO,199, LORENA, SP, 12606-580, Brasil",-22.7354933,-45.1140622,SP,LORENA,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811032860,156049090,156049090,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R JOAO PADULA,245,GLEBA B, AMERICANA, SP, 13473-610, Brasil",-22.7180207,-47.2993312,SP,AMERICANA,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811033327,100137017,100137017,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV PAINGUAS,770, PIRASSUNUNGA, SP, 13634-032, Brasil",-21.9986626,-47.43342870000001,SP,PIRASSUNUNGA,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811033408,100133911,100133911,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV JULIA VASCONCELOS BUFARAH,1055, SUMARE, SP, 13170-006, Brasil",-22.8160916,-47.2703474,SP,SUMARE,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811033599,100137010,100137010,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV ANTONIO PINTO CATAO,570, JAGUARIUNA, SP, 13912-420, Brasil",-22.692039,-46.9833191,SP,JAGUARIUNA,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811033831,100133848,100133848,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R TREZE DE MAIO,595, SANTA BARBARA D'OESTE, SP, 13450-035, Brasil",-22.7566244,-47.4176325,SP,SANTA BARBARA D'OESTE,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811034137,100137021,100137021,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R FLORIANO PEIXOTO,1080, PIRACICABA, SP, 13400-520, Brasil",-22.7326815,-47.6495731,SP,PIRACICABA,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811034307,100137028,100137028,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV WASHINGTON LUIZ,55, ESPIRITO SANTO DO PINHAL, SP, 13990-000, Brasil",-22.1958182,-46.75395340000001,SP,ESPIRITO SANTO DO PINHAL,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811034480,100134052,100134052,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV LINS DE VASCONCELOS,2450, SAO PAULO, SP, 04112-001, Brasil",-23.5836383,-46.62774899999999,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,2.08283511,0.34050002251937905,0.008085774,-0.008085774,0.7620232736970637,0.2751602617537985,0,0
3476811034560,100134061,100134061,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV 5,532, ORLANDIA, SP, 14620-000, Brasil",-20.720481,-47.88549400000001,SP,ORLANDIA,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811034641,100137023,100137023,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV 21,827, GUAIRA, SP, 14790-000, Brasil",-20.3245485,-48.3185389,SP,GUAIRA,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811034803,100137024,100137024,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV DOS IMIGRANTES,1371, BRAGANCA PAULISTA, SP, 12902-000, Brasil",-22.9627624,-46.5442711,SP,BRAGANCA PAULISTA,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811035109,100137019,100137019,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R DR CELESTINO,1020, CRUZEIRO, SP, 12701-430, Brasil",-22.5731756,-44.9606947,SP,CRUZEIRO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811035290,100137014,100137014,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV WILD JOSE DE SOUZA,SN, REGISTRO, SP, 11900-000, Brasil",-24.499157,-47.8472063,SP,REGISTRO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811035370,100133985,100133985,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV JOSE DE ALMEIDA CARVALHO,786, ITAPETININGA, SP, 18200-354, Brasil",-23.5807707,-48.0314583,SP,ITAPETININGA,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811035451,100137020,100137020,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R VERGUEIRO,3879, SAO PAULO, SP, 04101-300, Brasil",-23.5931569,-46.6293958,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,2.03056688,0.3352698020517554,0.0068671448571428,-0.0068671448571428,0.7647027315813999,0.27417874591854957,0,0
3476811035532,100133989,100133989,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV NOVE DE JULHO,100, LENCOIS PAULISTA, SP, 18680-120, Brasil",-22.5949135,-48.8011734,SP,LENCOIS PAULISTA,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811035613,100134033,100134033,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R CAPITAO JOSE GALLO,672, RIBEIRAO PIRES, SP, 09400-080, Brasil",-23.7091325,-46.4184529,SP,RIBEIRAO PIRES,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811036504,100133925,100133925,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV CEL SEZEFREDO FAGUNDES,1300, SAO PAULO, SP, 02306-001, Brasil",-23.4677778,-46.60361109999999,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811036776,100133942,100133942,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R JOAO PESSOA,720, SAO JOAO DA BOA VISTA, SP, 13870-676, Brasil",-21.9852764,-46.7893874,SP,SAO JOAO DA BOA VISTA,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811036857,100133806,100133806,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"EST DA BRAGANTINA,1497, CAMPO LIMPO PAULISTA, SP, 13232-297, Brasil",-23.2110916,-46.7612229,SP,CAMPO LIMPO PAULISTA,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811036938,100137012,100137012,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV RAPOSO TAVARES,2648, PIRACICABA, SP, 13401-457, Brasil",-22.7413628,-47.667782,SP,PIRACICABA,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811037152,100133876,100133876,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV PADRE ALARICO ZACHARIAS,897, ARARAS, SP, 13601-200, Brasil",-22.3677458,-47.391517,SP,ARARAS,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811037233,100134192,100134192,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV BARAO DE MAUA,5294, MAUA, SP, 09330-150, Brasil",-23.6759866,-46.4165007,SP,MAUA,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811037314,100137018,100137018,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV DR ARIBERTO PEREIRA CUNHA,1416, GUARATINGUETA, SP, 12516-410, Brasil",-22.805025,-45.1891205,SP,GUARATINGUETA,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811037829,100134084,100134084,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R SAO BENTO,559, TATUI, SP, 18270-820, Brasil",-23.3497835,-47.8422106,SP,TATUI,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811038043,100133988,100133988,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV MARIO PEDRO VERCELINO,527, BOITUVA, SP, 18550-000, Brasil",-23.2911851,-47.67930399999999,SP,BOITUVA,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811038124,100133941,100133941,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV NETINHO PRADO,40, JAU, SP, 17208-270, Brasil",-22.2792829,-48.5519456,SP,JAU,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811038205,100133784,100133784,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV GUILHERME GIORGI,SN, SAO PAULO, SP, 03422-000, Brasil",-23.5506772,-46.5433582,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811038396,100133872,100133872,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R MARANHAO,SN, CABREUVA, SP, 13315-970, Brasil",-23.2502117,-47.0561327,SP,CABREUVA,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811038477,100134029,100134029,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV VASCO MASSAFELI,191, COTIA, SP, 06703-600, Brasil",-23.5986494,-46.9071959,SP,COTIA,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811038558,100134089,100134089,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV BRASIL,477, PEDERNEIRAS, SP, 17280-970, Brasil",-22.3478841,-48.7825591,SP,PEDERNEIRAS,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811038639,100133804,100133804,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV CLEOPHANO PITAGUARI,300, AGUDOS, SP, 17128-002, Brasil",-22.4661591,-48.9895449,SP,AGUDOS,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811038809,100137013,100137013,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV MARIA AP SALGADO BRAGHETTA,902, SAO JOSE DO RIO PARDO, SP, 13720-000, Brasil",-21.5943304,-46.8913818,SP,SAO JOSE DO RIO PARDO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811039015,100133756,100133756,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV PACAEMBU,2200, VARZEA PAULISTA, SP, 13222-000, Brasil",-23.1981157,-46.8171445,SP,VARZEA PAULISTA,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811039104,100134069,100134069,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV IRMAS CINTRA,703, SAO MANUEL, SP, 18650-000, Brasil",-22.7345234,-48.5690592,SP,SAO MANUEL,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811039368,100133843,100133843,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R CEL LUIZ TENORIO DE BRITO,644, EMBU-GUACU, SP, 06900-000, Brasil",-23.8292294,-46.81337449999999,SP,EMBU-GUACU,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811039520,100134034,100134034,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R MAJOR MATHEUS,690, BOTUCATU, SP, 18609-083, Brasil",-22.8696999,-48.4488078,SP,BOTUCATU,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811039872,100133839,100133839,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV DA SAUDADE,670, ITATIBA, SP, 13253-000, Brasil",-23.0099456,-46.8275131,SP,ITATIBA,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811040021,100137211,100137211,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV NOSSA SA DO BOM SUCESSO,1870, PINDAMONHANGABA, SP, 12420-010, Brasil",-22.9560102,-45.4622032,SP,PINDAMONHANGABA,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811040374,100133939,100133939,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R MARECHAL FLORIANO PEIXOTO,79, PIEDADE, SP, 18170-000, Brasil",-23.7106484,-47.4192298,SP,PIEDADE,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811042237,100031674,100031674,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"VIA JOSE LUIZ GALVAO,1905, RIBEIRAO PRETO, SP, 14058-000, Brasil",-21.1311995,-47.861742,SP,RIBEIRAO PRETO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811042903,100032465,100032465,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV WILSON TAVARES RIBEIRO,1029, CONTAGEM, MG, 32183-680, Brasil",-19.8685036,-44.0486082,MG,CONTAGEM,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811043128,100137215,100137215,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV CAMUCIM,178, CAMPINAS, SP, 13056-463, Brasil",-22.9678042,-47.1497677,SP,CAMPINAS,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811043209,100134076,100134076,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R MARECHAL DEODORO,2177, SAO BERNARDO DO CAMPO, SP, 09710-192, Brasil",-23.7171134,-46.54877140000001,SP,SAO BERNARDO DO CAMPO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811043470,100137222,100137222,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV ADHEMAR DE BARROS,45, IGUAPE, SP, 11920-000, Brasil",-24.7026234,-47.5616792,SP,IGUAPE,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,4.77352371,0.5324074940039714,0.005743556,-0.005743556,0.7671732198670853,0.3308323808992114,0,1
3476811043551,100134019,100134019,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R AUGUSTO DE ALMEIDA BATISTA,1974, EMBU DAS ARTES, SP, 06826-280, Brasil",-23.6608508,-46.80778919999999,SP,EMBU DAS ARTES,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811043632,100137221,100137221,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R JOSE BONIFACIO,401, SERRA NEGRA, SP, 13930-000, Brasil",-22.6152188,-46.702566,SP,SERRA NEGRA,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,1.76381523,0.30708846172652327,0.0205091642857142,-0.0205091642857142,0.7347073743142574,0.26044794604510135,0,0
3476811044280,100133742,100133742,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV TUCURUVI,833, SAO PAULO, SP, 02305-002, Brasil",-23.4811059,-46.6037744,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,2.25922087,0.35751769019259294,0.0042306768571428,-0.0042306768571428,0.7704996592281794,0.28162081029157643,0,0
3476811044361,100133871,100133871,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"EST DO PEDROSO,610, SANTO ANDRE, SP, 09132-180, Brasil",-23.7036783,-46.5036062,SP,SANTO ANDRE,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811044523,100137216,100137216,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R MARCIAL,387, SAO PAULO, SP, 03169-040, Brasil",-23.5510746,-46.5951493,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,2.81723089,0.4058551259562161,0.0158063711428571,-0.0158063711428571,0.7450476293778171,0.29056109381264017,0,0
3476811045686,100133799,100133799,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV SAO PEDRO,828, TAUBATE, SP, 12082-010, Brasil",-23.0323627,-45.5442014,SP,TAUBATE,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811045767,100137225,100137225,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R TOBIAS LIMA,456, BEBEDOURO, SP, 14700-400, Brasil",-20.9444719,-48.4778628,SP,BEBEDOURO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811046224,100133907,100133907,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV LOURENCO DE SOUZA FRANCO,1711, MOGI DAS CRUZES, SP, 08750-560, Brasil",-23.5441272,-46.2604113,SP,MOGI DAS CRUZES,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811046496,100133984,100133984,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R RIO POMBA,156, BELO HORIZONTE, MG, 30720-290, Brasil",-19.9125446,-43.9670834,MG,BELO HORIZONTE,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811046577,100133978,100133978,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV DENISE CRISTINA DA ROCHA,857, RIBEIRAO DAS NEVES, MG, 33900-001, Brasil",-19.8013046,-44.0081228,MG,RIBEIRAO DAS NEVES,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811046909,100137217,100137217,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV LAFAYETE ARRUDA CAMARGO,248, CAMPINAS, SP, 13088-540, Brasil",-22.8530592,-47.0408298,SP,CAMPINAS,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,1.72584851,0.30285769739214713,0.0085924662857142,-0.0085924662857142,0.7609091852577324,0.26422052228906445,0,0
3476811047034,100133701,100133701,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R HUMBERTO BARBIN,46, VALINHOS, SP, 13273-010, Brasil",-22.9578215,-46.9857506,SP,VALINHOS,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811047204,100133875,100133875,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R HUM,86, MONTE MOR, SP, 13190-000, Brasil",-22.950059,-47.3011648,SP,MONTE MOR,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,0.59656906,0.13924550536374214,0.0003368999999999,-0.0003368999999999,0.7790610916876524,0.22103990978265378,0,0
3476811047468,100137227,100137227,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R ORVILLE DERBY,222, SAO PAULO, SP, 03112-030, Brasil",-23.5571319,-46.6035541,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,1.39371745,0.26311646641646397,-0.0015767588571428,0.0015767588571428,0.7832687444774739,0.2571425877127456,0,0
3476811047620,100134172,100134172,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV MANOEL VIEIRA,565, ARACOIABA DA SERRA, SP, 18190-000, Brasil",-23.5079932,-47.6084073,SP,ARACOIABA DA SERRA,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811047972,100134045,100134045,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R ADHEMAR DE BARROS (JD MODELO),84, ARUJA, SP, 07401-290, Brasil",-23.39408,-46.322784,SP,ARUJA,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811048510,100134004,100134004,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R ALMERINDA DA COSTA RIBEIRO,21, CONTAGEM, MG, 32015-270, Brasil",-19.9241171,-44.0908689,MG,CONTAGEM,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811048600,100133968,100133968,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R SOUSA VIANA,30, SETE LAGOAS, MG, 35700-015, Brasil",-19.4653793,-44.2430824,MG,SETE LAGOAS,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
